gt_idx,gt_start,gt_end,gt_label,iou,is_correct,overlapping_preds
75,826.625,827.05,กู,0.22077922077920237,False,1
76,857.375,857.925,มึง,0.5454545454545079,True,1
77,858.0,858.425,กู,0.705882352941145,True,1
78,860.125,860.675,เหี้ย,0.5454545454545079,True,1
79,860.875,861.3,มึง,0.0,False,0
80,868.75,869.175,กู,0.404761904761879,False,1
81,871.75,872.175,มึง,0.0,False,0
82,874.0,874.425,มึง,0.705882352941145,True,1
83,878.75,879.175,มึง,0.0,False,0
84,883.125,883.55,มึง,0.31818181818176183,False,1
85,895.5,895.925,เหี้ย,0.0,False,0
86,917.75,918.175,เหี้ย,0.31818181818176183,False,1
87,925.875,926.3,กู,0.29787234042546606,False,2
88,926.375,926.925,มึง,0.2187499999999556,False,1
89,968.75,969.175,มึง,0.0,False,0
90,969.5,969.925,กู,0.3653846153845582,False,2
91,973.375,973.925,กู,0.358208955223836,False,2
92,983.375,983.925,มึง,0.0,False,0
93,985.375,985.925,มึง,0.0,False,0
94,988.75,989.175,มึง,0.0,False,0
95,991.625,992.175,เหี้ย,0.0,False,0
96,1001.125,1001.675,กู,0.5135135135134404,True,2
97,1013.875,1014.3,เหี้ย,0.7727272727272539,True,1
98,1017.0,1017.425,มึง,0.0,False,0
99,1019.375,1019.8,มึง,0.0,False,0
100,1021.125,1021.925,เหี้ย,0.5714285714285096,True,2
101,1055.625,1056.175,เหี้ย,0.749999999999929,True,2
102,1063.5,1063.925,เหี้ย,0.0,False,0
103,1065.5,1066.05,เหี้ย,0.0,False,0
104,1080.5,1081.675,กู,0.3760683760683508,False,2
105,1103.0,1103.55,กู,0.421052631578897,False,2
106,1105.5,1106.05,กู,0.4374999999999112,False,2
107,18.875,19.3,มึง,0.40476190476190516,False,1
108,22.875,23.3,มึง,0.32432432432432484,False,1
109,24.125,24.675,มึง,0.772727272727273,True,1
110,25.875,26.3,มึง,0.44444444444444503,False,1
111,28.0,28.425,มึง,0.705882352941177,True,1
112,29.875,30.3,มึง,0.45238095238095344,False,2
113,34.25,34.8,มึง,0.32432432432432223,False,1
114,40.375,40.8,มึง,0.43749999999999445,False,2
115,44.5,45.05,มึง,0.28571428571428376,False,1
116,57.75,58.3,มึง,0.3749999999999978,False,1
117,59.875,60.3,มึง,0.7037037037036983,True,2
118,61.625,62.175,มึง,0.0,False,0
119,79.375,79.925,มึง,0.5312499999999983,True,1
120,83.625,84.05,มึง,0.3653846153846118,False,2
121,87.375,87.8,มึง,0.0,False,0
122,91.875,92.425,มึง,0.1891891891891867,False,1
123,96.5,97.05,มึง,0.8888888888888842,True,2
124,98.375,98.925,มึง,0.5135135135135089,True,2
125,99.375,99.8,มึง,0.0,False,0
126,100.375,100.925,มึง,0.6874999999999989,True,1
127,102.75,103.175,มึง,0.07407407407407017,False,1
128,103.75,104.175,มึง,0.4444444444444421,False,1
129,107.25,107.8,มึง,0.5454545454545431,True,1
130,45.0,45.425,กู,0.5312499999999983,True,1
131,47.75,48.175,กู,0.593749999999995,True,2
132,0.0,0.425,กู,0.2982456140350877,False,1
133,3.375,3.8,เหี้ย,0.5312499999999999,True,1
134,4.5,4.925,มึง,0.2812499999999996,False,2
135,6.375,6.8,มึง,0.7058823529411763,True,1
136,7.25,7.8,เหี้ย,0.6874999999999999,True,1
137,7.625,8.05,มึง,1.0,True,1
138,8.5,8.925,เหี้ย,0.62962962962963,True,1
139,9.0,9.425,มึง,0.31818181818181906,False,1
140,3.375,3.925,มึง,0.0,False,0
141,6.125,6.55,มึง,0.0,False,0
142,17.0,17.55,เหี้ย,0.0,False,0
143,24.125,24.675,มึง,0.0,False,0
144,12.75,13.3,กู,0.594594594594595,True,1
145,13.5,13.925,มึง,0.0,False,0
146,33.5,34.05,กู,0.2361111111111099,False,1
147,7.375,7.925,กู,0.5312499999999993,True,1
148,18.25,18.675,กู,0.14893617021276648,False,1
149,25.5,26.175,มึง,0.2187500000000007,False,1
150,15.0,15.425,มึง,0.0,False,0
151,15.75,16.175,กู,0.44444444444444503,False,1
152,19.125,19.675,กู,0.19672131147541025,False,2
153,42.375,42.925,กู,0.4615384615384582,False,2
154,5.5,5.925,มึง,0.7058823529411763,True,1
155,7.125,7.675,มึง,0.18918918918918903,False,1
156,7.75,8.55,กู,0.5087719298245621,True,2
157,11.375,11.8,มึง,0.0,False,0
158,12.75,13.175,กู,0.40476190476190516,False,1
159,13.75,14.175,มึง,0.0,False,0
160,15.5,16.3,มึง,0.0,False,0
161,142.75,143.175,กู,0.6296296296296359,True,1
162,143.5,143.925,เหี้ย,0.0,False,0
163,144.625,145.05,กู,0.2982456140350933,False,1
164,180.375,180.8,กู,0.5454545454545549,True,1
165,181.375,181.925,กู,0.5238095238095289,True,1
166,32.25,32.8,มึง,0.25925925925925614,False,1
167,56.375,56.8,กู,0.1517857142857134,False,1
168,116.25,116.8,มึง,0.0,False,0
169,118.625,119.05,มึง,0.0,False,0
170,3.75,4.175,กู,0.33333333333333315,False,2
171,5.125,5.55,กู,0.5135135135135133,True,2
172,8.5,8.925,เหี้ย,0.62962962962963,True,1
173,8.875,9.425,กู,0.0,False,0
174,10.375,10.8,กู,1.0,True,1
175,2.75,3.175,เย็ด,0.4594594594594594,False,1
176,27.75,28.175,เย็ด,0.8636363636363651,True,2
177,32.5,32.925,เย็ด,0.32432432432432223,False,1
178,33.75,34.175,เย็ด,0.06249999999999667,False,1
179,34.75,35.8,เย็ด,0.6595744680851007,True,3
180,36.75,37.175,เย็ด,0.40476190476190316,False,1
181,92.5,92.925,กู,0.593749999999995,True,2
182,93.625,94.05,เย็ด,0.7727272727272716,True,1
183,106.25,108.925,เย็ด,0.8317757009345729,True,7
184,108.75,109.175,กู,0.4042553191489323,False,2
185,114.625,115.175,เย็ด,1.0,True,1
186,150.875,151.3,เย็ด,0.07407407407408967,False,1
187,151.75,152.3,กู,0.5312500000000067,True,1
188,170.0,170.55,มึง,0.25925925925927173,False,1
189,177.75,178.3,เย็ด,0.25925925925927173,False,1
190,182.0,182.425,เหี้ย,0.0,False,0
191,204.0,204.425,เหี้ย,0.7058823529411843,True,1
192,204.25,204.675,มึง,0.7058823529411843,True,1
193,205.0,205.55,กู,0.3548387096774241,False,1
194,206.125,206.675,กู,0.5312500000000067,True,1
195,207.125,207.55,กู,0.25373134328358715,False,1
196,208.5,209.175,เหี้ย,0.0,False,0
197,243.25,243.8,มึง,0.4375000000000222,False,2
198,246.25,246.675,มึง,0.7058823529411843,True,1
199,255.0,255.425,กู,0.14516129032259426,False,2
200,260.875,261.3,เหี้ย,0.5454545454545549,True,1
201,297.5,298.05,เหี้ย,0.7727272727272774,True,1
202,299.75,300.3,กู,0.4230769230769281,False,1
203,404.875,405.3,กู,0.20652173913044364,False,2
204,420.5,421.05,เหี้ย,0.5454545454545549,True,1
205,432.375,432.925,เหี้ย,0.5454545454545549,True,1
206,435.625,436.175,เหี้ย,0.0,False,0
207,444.25,444.8,เหี้ย,0.6296296296296359,True,1
208,482.75,483.3,กู,0.2467532467532571,False,2
209,492.25,492.675,เหี้ย,0.0,False,0
210,493.625,494.05,กู,0.34042553191491937,False,3
211,508.375,508.925,เหี้ย,0.6875000000000044,True,1
212,510.0,510.425,กู,1.0,True,1
213,517.0,517.55,กู,0.268292682926813,False,1
214,518.375,518.8,กู,0.4523809523808854,False,2
215,519.875,520.3,กู,0.7727272727272539,True,1
216,560.125,560.675,มึง,0.0,False,0
217,572.5,572.925,เย็ด,0.3749999999999645,False,1
218,578.875,579.425,เหี้ย,0.5454545454545079,True,1
219,580.75,581.3,กู,0.2758620689654812,False,2
220,582.125,582.55,เย็ด,1.0,True,1
221,583.875,584.3,เย็ด,0.44680851063819904,False,3
222,588.75,589.175,เหี้ย,0.5454545454545079,True,1
223,595.75,596.3,มึง,0.0,False,0
224,609.375,609.8,เหี้ย,0.0,False,0
225,643.625,644.05,เหี้ย,0.5312499999999734,True,1
226,650.375,650.925,กู,0.33333333333329124,False,2
227,651.75,652.3,กู,0.2142857142856853,False,2
228,653.125,653.675,เหี้ย,0.0,False,0
229,657.125,657.55,เหี้ย,0.0,False,0
230,659.375,659.925,เหี้ย,0.749999999999929,True,2
231,669.875,670.55,เหี้ย,0.5312499999999734,True,1
232,675.125,675.55,เหี้ย,0.705882352941145,True,1
233,702.625,703.05,เหี้ย,0.7037037037036163,True,2
234,713.5,713.925,กู,0.5312499999999734,True,1
235,745.5,745.925,กู,0.3749999999999645,False,1
236,746.875,747.3,กู,0.2065217391303993,False,2
237,748.125,748.55,กู,0.22580645161285118,False,2
238,749.375,749.925,กู,0.749999999999929,True,2
239,752.375,752.8,เหี้ย,1.0,True,1
240,774.125,774.675,กู,0.038461538461504824,False,1
241,783.625,784.05,เหี้ย,0.4374999999999112,False,2
242,784.875,785.3,เหี้ย,0.0,False,0
243,788.875,789.425,เหี้ย,0.0,False,0
244,791.625,792.175,มึง,0.0,False,0
245,792.75,793.175,มึง,0.0,False,0
246,797.5,797.925,กู,0.22077922077920237,False,1
247,798.25,798.8,เย็ด,0.0,False,0
248,815.625,816.05,เหี้ย,0.5454545454545079,True,1
249,816.75,817.175,กู,0.29824561403506533,False,1
250,818.625,819.05,กู,0.3617021276595498,False,1
251,822.75,823.175,เหี้ย,0.705882352941145,True,1
252,876.875,877.425,กู,0.3653846153845582,False,2
253,879.125,879.55,กู,0.29824561403506533,False,1
254,934.625,935.05,เย็ด,0.2857142857142548,False,1
255,943.625,944.55,กู,0.352941176470541,False,3
256,951.625,952.05,เย็ด,0.29824561403506533,False,1
257,955.75,956.3,กู,0.5454545454545079,True,1
258,960.125,960.55,กู,0.2553191489361414,False,1
259,3.0,3.425,กู,0.7727272727272727,True,1
260,5.875,6.425,กู,0.6296296296296295,True,1
261,12.0,12.425,กู,0.2982456140350881,False,1
262,18.0,18.55,กู,0.2187500000000007,False,1
263,19.125,19.55,กู,0.5135135135135147,True,2
264,20.0,20.425,กู,0.3617021276595749,False,1
265,39.5,40.425,กู,0.7499999999999972,True,2
266,41.125,41.675,มึง,0.0,False,0
267,41.5,41.925,กู,0.19148936170212327,False,2
268,53.625,54.175,กู,0.5238095238095225,True,1
269,58.5,59.05,กู,0.593749999999995,True,2
270,58.875,59.175,เหี้ย,0.5185185185185123,True,2
271,59.625,60.05,กู,0.07407407407407017,False,1
272,60.5,60.925,กู,0.593749999999995,True,2
273,3.5,3.925,กู,0.4444444444444443,False,1
274,4.75,5.3,กู,0.4594594594594594,False,1
275,6.875,7.425,กู,0.5714285714285712,True,2
276,7.75,8.3,กู,0.6875000000000002,True,1
277,9.125,9.55,กู,0.5135135135135147,True,2
278,11.625,12.175,กู,0.4230769230769234,False,1
279,12.375,12.8,มึง,0.07407407407407506,False,1
280,39.625,40.05,กู,0.3653846153846118,False,2
281,43.75,44.3,เหี้ย,0.0,False,0
282,45.25,45.675,กู,0.6296296296296281,True,1
283,10.0,10.425,กู,0.5937500000000012,True,2
284,18.5,18.925,กู,0.18627450980392207,False,2
285,19.0,19.425,มึง,0.51851851851852,True,2
286,13.75,14.3,มึง,0.0,False,0
287,16.625,17.175,กู,0.5454545454545461,True,1
288,2.75,3.175,มึง,1.0,True,1
289,7.375,7.925,กู,0.30555555555555536,False,1
290,13.5,13.925,กู,0.44444444444444503,False,1
291,16.25,16.675,กู,0.3617021276595749,False,1
292,22.5,22.925,กู,0.8636363636363651,True,2
293,25.625,26.05,กู,0.2142857142857155,False,2
294,25.875,26.425,มึง,0.37500000000000056,False,1
295,39.875,40.3,กู,0.3181818181818147,False,1
296,42.625,43.175,มึง,1.0,True,1
297,43.875,44.3,กู,0.7727272727272716,True,1
298,11.625,12.175,กู,0.814814814814815,True,1
299,15.25,15.8,เหี้ย,1.0,True,1
300,2.875,3.3,กู,0.6296296296296295,True,1
301,4.75,5.3,กู,0.36538461538461514,False,2
302,9.375,9.8,กู,0.705882352941177,True,1
303,11.5,11.925,กู,0.5312500000000004,True,1
304,15.625,16.425,กู,0.7307692307692325,True,4
305,16.75,17.175,กู,0.5312500000000004,True,1
306,20.25,20.8,กู,0.3269230769230773,False,1
307,21.375,21.8,กู,0.5312500000000004,True,1
308,27.25,27.8,กู,0.46808510638297907,False,1
309,29.125,29.675,กู,0.6875000000000002,True,1
310,31.875,32.3,กู,0.4999999999999966,False,3
311,33.5,33.925,กู,0.7037037037036983,True,2
312,34.875,35.3,กู,0.5312499999999983,True,1
313,44.0,44.425,กู,0.6296296296296281,True,1
314,5.125,5.55,มึง,0.0,False,0
315,19.625,20.05,กู,0.05405405405405478,False,1
316,22.125,22.55,มึง,0.705882352941177,True,1
317,30.625,31.05,กู,0.40476190476190516,False,1
318,36.0,36.425,กู,0.21874999999999722,False,1
319,37.75,38.175,เหี้ย,1.0,True,1
320,39.5,39.925,กู,0.6296296296296281,True,1
321,41.625,42.05,กู,0.26923076923076544,False,2
322,42.75,43.175,มึง,0.5454545454545431,True,1
323,55.0,55.425,เหี้ย,0.0,False,0
324,20.25,20.8,กู,0.45238095238095344,False,2
325,57.875,58.3,มึง,0.0,False,0
326,127.25,127.675,กู,0.40425531914892743,False,2
327,130.375,130.925,กู,0.6875000000000044,True,1
328,144.375,144.925,กู,0.5945945945945996,True,1
329,239.25,239.675,กู,0.22580645161291624,False,2
330,273.0,273.925,กู,0.4020618556701106,False,2
331,1076.5,1077.05,เหี้ย,0.05405405405400755,False,1
332,1088.625,1089.05,กู,0.4594594594594329,False,1
333,1162.875,1163.3,มึง,0.05405405405400755,False,1
334,1169.75,1170.175,กู,0.3749999999999645,False,1
335,1301.0,1301.425,เหี้ย,0.7727272727272539,True,1
336,5.875,6.3,เหี้ย,1.0,True,1
337,6.125,6.425,มึง,0.0,False,0
338,9.125,9.55,กู,0.3269230769230773,False,1
339,9.875,10.3,มึง,0.0,False,0
340,11.0,11.425,เหี้ย,0.772727272727273,True,1
341,12.25,12.8,กู,0.4210526315789482,False,2
342,19.125,19.55,กู,0.5454545454545461,True,1
343,21.375,21.925,เหี้ย,0.814814814814815,True,1
344,49.0,49.55,เหี้ย,0.5454545454545431,True,1
345,92.875,93.3,มึง,0.07407407407407017,False,1
346,70.5,70.925,กู,0.32432432432432223,False,1
347,12.625,13.05,กู,0.772727272727273,True,1
348,22.0,22.55,กู,0.38596491228070207,False,1
349,5.5,5.925,เย็ด,0.3243243243243242,False,1
350,100.875,101.3,มึง,0.0,False,0
351,1.25,1.8,มึง,0.2592592592592593,False,1
352,2.0,2.55,กู,0.5312499999999999,True,1
353,9.625,10.175,กู,0.6486486486486497,True,2
354,25.125,25.675,กู,0.09523809523809652,False,2
355,51.25,51.8,กู,0.3783783783783734,False,2
356,1.25,1.8,กู,0.5937500000000001,True,2
