window_size_s,file_path,label,orig_start,orig_end,gt_start,gt_end,orig_iou,vad_start,vad_end,vad_iou,delta_pp
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,151.375,151.8,151.567484,151.66738,0.23504941176470218,151.375,151.8,0.23504941176470218,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,163.125,163.55,163.318824,163.452983,0.31566823529406823,163.185,163.55,0.3675589041095322,5.1890668815463945
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,393.875,394.425,394.134194,394.199266,0.11831272727280359,394.09499999999997,394.425,0.1971878787879856,7.887515151518201
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,396.875,397.3,397.015719,397.114319,0.23200000000007168,396.875,397.3,0.23200000000007168,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,402.625,403.05,402.685803,402.815063,0.3041411764705517,402.625,403.05,0.3041411764705517,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,518.125,518.425,518.187935,518.258267,0.2344400000000609,518.125,518.425,0.2344400000000609,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,526.625,526.925,526.756592,526.882811,0.4207300000000367,526.625,526.925,0.4207300000000367,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,528.875,529.175,529.05042,529.238988,0.3422640306821677,528.875,529.175,0.3422640306821677,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,530.0,530.3,529.997856,530.119512,0.39554649438673845,530.0,530.3,0.39554649438673845,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,531.25,532.05,531.398841,531.648311,0.31183750000012717,531.406,532.05,0.37212263057115624,6.0285130571029075
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,535.625,536.05,535.710673,535.804459,0.22067294117628034,535.625,536.05,0.22067294117628034,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,537.125,537.675,537.240854,537.410778,0.3089527272728206,537.125,537.675,0.3089527272728206,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,553.5,554.675,553.638961,553.736139,0.08270468085105455,553.624,554.675,0.09246241674594835,0.9757735894893802
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,587.875,588.8,588.041556,588.164565,0.1329827027027358,588.031,588.8,0.15995968790640272,2.6976985203666928
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,590.125,590.925,590.340617,590.501882,0.20158125000010055,590.313,590.925,0.26350490196091525,6.19236519608147
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,600.5,600.925,600.668629,600.829018,0.37738588235300324,600.656,600.925,0.5962416356877546,21.88557533347513
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,609.5,609.925,609.712548,609.79455,0.19294588235293497,609.5,609.925,0.19294588235293497,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,613.375,613.675,613.419926,613.51764,0.3257133333333704,613.375,613.675,0.3257133333333704,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,653.0,654.05,653.168502,653.302061,0.12719904761904466,653.6039999999999,654.05,0.0,-12.719904761904466
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,804.5,804.925,804.672483,804.803786,0.3089482352938894,804.656,804.925,0.48811524163526493,17.916700634137555
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,820.25,820.8,820.487649,820.600585,0.2053381818181817,820.47,820.8,0.34223030303035,13.689212121216832
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,825.125,825.675,825.192174,825.296762,0.19015999999987304,825.125,825.675,0.19015999999987304,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,826.125,826.425,826.2586,826.356314,0.3257133333333704,826.249,826.425,0.5551931818183788,22.947984848500845
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,857.375,857.8,857.558741,857.743722,0.4352494117647369,857.531,857.8,0.6876617100371363,25.241229827239938
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,871.875,872.175,871.858363,872.088432,0.6740589381534016,871.875,872.175,0.6740589381534016,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,874.125,874.425,874.196434,874.262231,0.21932333333366225,874.125,874.425,0.21932333333366225,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,878.75,879.05,878.845873,879.022595,0.5890733333335583,878.75,879.05,0.5890733333335583,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,883.125,883.675,883.33046,883.399002,0.12462181818179113,883.185,883.675,0.1398816326530167,1.525981447122557
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,968.75,969.175,968.86868,968.995063,0.29737176470572324,968.75,969.175,0.29737176470572324,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,มึง,1017.0,1017.675,1017.151567,1017.282368,0.19377925925930117,1017.0,1017.675,0.19377925925930117,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เย็ด,152.125,152.8,152.239442,152.356048,0.17274962962961224,152.125,152.8,0.17274962962961224,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,32.875,33.3,33.047886,33.199628,0.35703999999999936,33.031,33.3,0.5640966542750916,20.705665427509224
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,185.25,185.55,185.493758,185.569102,0.17625085395892162,185.278,185.55,0.19320375675879387,1.6952902799872245
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,250.375,251.3,250.719774,251.21267,0.5328605405405359,250.375,251.203,0.576869172824621,4.400863228408514
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,464.625,465.05,464.816067,464.951499,0.31866352941184345,464.78099999999995,465.05,0.5034646840148911,18.480115460304763
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,475.625,475.925,475.581106,476.036344,0.6589959537648566,475.625,475.925,0.6589959537648566,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,517.5,517.8,517.563128,517.703169,0.4668033333333925,517.5,517.8,0.4668033333333925,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,554.5,555.3,554.729163,554.869955,0.17599000000005138,554.5,555.3,0.17599000000005138,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,578.25,578.8,578.444391,578.589707,0.2642109090908942,578.25,578.8,0.2642109090908942,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,666.75,667.3,666.987188,667.081307,0.17112545454563513,666.81,667.3,0.19207959183691795,2.0954137291282815
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,670.625,671.05,670.684904,670.978038,0.6897270588236246,670.625,671.0369999999999,0.7114902912622947,2.1763232438670066
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,807.875,808.3,808.109852,808.225243,0.2715082352939853,807.875,808.3,0.2715082352939853,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,860.125,860.425,860.288098,860.487803,0.3773452810477565,860.125,860.425,0.3773452810477565,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,895.625,895.925,895.583998,895.792101,0.4900293839918852,895.625,895.925,0.4900293839918852,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,1063.5,1063.925,1063.637166,1063.742717,0.24835529411792065,1063.5,1063.925,0.24835529411792065,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,เหี้ย,1065.5,1065.8,1065.715189,1065.791989,0.25600000000020007,1065.5,1065.8,0.25600000000020007,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Yo mama & แซนวิชบลูเบอร์รี่.wav,มึง,24.125,24.925,24.340333,24.50921,0.2110962499999978,24.125,24.925,0.2110962499999978,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Yo mama & แซนวิชบลูเบอร์รี่.wav,มึง,96.5,97.175,96.701384,96.844937,0.21267111111110779,96.5,97.175,0.21267111111110779,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Yo mama & แซนวิชบลูเบอร์รี่.wav,มึง,99.375,99.675,99.453283,99.658163,0.6829333333333493,99.375,99.675,0.6829333333333493,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\คนน่ากลัวกว่าผีบอกเลย!.wav,กู,45.0,45.425,45.158615,45.194149,0.0836094117647194,45.0,45.425,0.0836094117647194,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\จารย์แดง1.wav,กู,0.0,0.425,0.113714,0.194503,0.19009176470588238,0.096,0.425,0.2455592705167174,5.546750581083501
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\จารย์แดง1.wav,มึง,4.5,4.925,4.661521,4.793888,0.3114517647058833,4.5,4.925,0.3114517647058833,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\จารย์แดง1.wav,มึง,6.375,6.8,6.532306,6.669085,0.32183294117647016,6.375,6.8,0.32183294117647016,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\จารย์แดง1.wav,มึง,9.0,9.3,9.145259,9.308274,0.5019592959510076,9.0,9.3,0.5019592959510076,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ชีวิตมันจะสู้ก็ต้องสู้ #honkaistarrail.wav,มึง,3.375,3.8,3.514832,3.739324,0.5282164705882348,3.499,3.8,0.7458205980066442,21.76041274184094
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ชีวิตมันจะสู้ก็ต้องสู้ #honkaistarrail.wav,เหี้ย,17.125,17.925,17.212415,17.374221,0.20225749999999804,17.125,17.793,0.24222455089820172,3.9967050898203684
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ช่วยด้วย!! นวยจะมาอยู่ด้วย!!.wav,มึง,13.5,13.925,13.676268,13.763936,0.20627764705882076,13.592,13.925,0.263267267267264,5.698962020844325
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ซามามาเท.wav,กู,7.375,8.05,7.602102,7.667882,0.0974518518518507,7.375,8.05,0.0974518518518507,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ถ้าจะมาหลอกแค่นี้ อย่ามาดีกว่าไอ้น้อง.wav,กู,19.125,19.425,19.382608,19.435473,0.136540053402387,19.125,19.425,0.136540053402387,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ถ้าจะมาหลอกแค่นี้ อย่ามาดีกว่าไอ้น้อง.wav,มึง,15.0,15.3,15.136641,15.249674,0.37677666666667076,15.0,15.3,0.37677666666667076,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ถ้าวันนึงหีมึงเหี่ยว.wav,กู,7.75,8.425,8.195119,8.340567,0.21547851851851832,7.75,8.425,0.21547851851851832,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ถ้าวันนึงหีมึงเหี่ยว.wav,กู,12.75,13.175,12.928725,13.001065,0.17021176470588328,12.75,13.175,0.17021176470588328,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ถ้าวันนึงหีมึงเหี่ยว.wav,มึง,5.5,5.925,5.570895,5.802535,0.5450352941176464,5.5,5.925,0.5450352941176464,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ถ้าวันนึงหีมึงเหี่ยว.wav,มึง,13.75,14.175,13.908701,14.008097,0.23387294117646715,13.75,14.175,0.23387294117646715,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ถ้าวันนึงหีมึงเหี่ยว.wav,มึง,15.5,16.3,15.976985,16.152446,0.2193262500000002,15.5,16.3,0.2193262500000002,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ประชุมรวมญาติเชลซี.wav,กู,142.75,143.3,142.941353,143.029457,0.1601890909091158,142.75,143.3,0.1601890909091158,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ประชุมรวมญาติเชลซี.wav,กู,144.625,145.425,144.797836,144.835388,0.046940000000005755,144.749,145.425,0.05555029585799444,0.8610295857988683
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ประชุมรวมญาติเชลซี.wav,เหี้ย,143.5,144.175,143.633679,143.746699,0.16743703703704294,143.5,144.175,0.16743703703704294,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\พากย์สุดโต่ง VS พากย์สุขุม.wav,มึง,32.25,32.675,32.452874,32.641612,0.44408941176471056,32.25,32.675,0.44408941176471056,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\พากย์สุดโต่ง VS พากย์สุขุม.wav,มึง,118.625,118.925,118.800997,118.94333,0.38954229887224157,118.625,118.925,0.38954229887224157,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\มันไปเล่นเอไอเอสชั่วโมงละ60บาท.wav,กู,10.5,10.8,10.540894,10.616774,0.25293333333333184,10.5,10.8,0.25293333333333184,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,92.5,92.925,92.642736,92.708451,0.1546235294117594,92.62400000000001,92.925,0.21832225913621256,6.369872972445317
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,151.75,152.3,152.006016,152.092069,0.156460000000035,151.75,152.3,0.156460000000035,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,205.0,205.425,205.228977,205.311368,0.1938611764705859,205.0,205.425,0.1938611764705859,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,207.125,207.55,207.317418,207.401243,0.1972352941176189,207.125,207.55,0.1972352941176189,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,255.0,255.55,255.14347,255.208223,0.11773272727271768,255.124,255.55,0.15200234741782537,3.426962014510769
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,299.75,300.175,300.009289,300.090018,0.18995058823520086,299.96999999999997,300.175,0.3937999999997386,20.384941176453772
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,404.875,405.425,405.083256,405.144555,0.11145272727276048,405.063,405.425,0.16933425414368952,5.788152687092904
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,493.625,494.05,493.803484,493.865236,0.14529882352930398,493.625,494.05,0.14529882352930398,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,510.0,510.3,510.198216,510.283245,0.28343000000005597,510.0,510.3,0.28343000000005597,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,518.375,518.675,518.504897,518.633823,0.429753333333327,518.467,518.675,0.6198365384615249,19.008320512819786
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,519.875,520.175,520.082131,520.161655,0.265080000000014,519.875,520.175,0.265080000000014,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,651.75,652.05,651.98817,652.044403,0.18744333333342902,651.938,652.05,0.5020803571431882,31.46370238097592
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,745.5,745.925,745.701126,745.750773,0.11681647058809784,745.5,745.925,0.11681647058809784,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,746.875,747.175,746.999046,747.131777,0.44243666666685116,746.875,747.175,0.44243666666685116,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,797.5,797.925,797.709027,797.767465,0.13750117647065882,797.688,797.925,0.24657383966258248,10.907266319192367
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,816.75,817.05,816.910061,816.976332,0.22090333333308398,816.874,817.05,0.3765397727269385,15.563643939385452
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,818.625,819.8,818.811827,818.89362,0.06961106382984228,818.625,819.709,0.07545479704803096,0.5843733218188679
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,876.875,877.425,877.119001,877.22538,0.19341636363628353,876.875,877.425,0.19341636363628353,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,กู,943.75,944.3,943.810357,943.870424,0.10921272727274293,943.778,944.3,0.11507088122607506,0.5858153953332126
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,มึง,595.875,596.3,595.955513,596.080891,0.2950070588234554,595.967,596.127,0.6641378063643064,36.9130747540851
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,มึง,791.625,792.05,791.834966,791.947023,0.2636635294116426,791.625,792.05,0.2636635294116426,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เย็ด,35.375,35.675,35.502075,35.572734,0.23552999999999935,35.375,35.675,0.23552999999999935,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เย็ด,36.875,37.175,36.946539,37.039431,0.3096399999999999,36.875,37.175,0.3096399999999999,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เย็ด,93.625,94.175,93.802158,93.903215,0.18373999999999602,93.625,94.00500000000001,0.2659394736841966,8.21994736842006
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เย็ด,106.25,106.55,106.408161,106.477792,0.23210333333329186,106.25,106.534,0.2451795774647374,1.3076244131445536
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เย็ด,107.125,108.175,107.609723,107.672679,0.0599580952380952,107.125,108.175,0.0599580952380952,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เย็ด,114.625,115.05,114.864021,114.937478,0.17284000000001237,114.625,115.05,0.17284000000001237,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เย็ด,177.875,178.175,177.97553,178.04001,0.21493333333333586,177.875,178.175,0.21493333333333586,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เย็ด,582.25,582.925,582.340521,582.408406,0.10057037037044618,582.25,582.925,0.10057037037044618,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เย็ด,583.875,584.175,584.045751,584.129847,0.2803200000001926,583.875,584.175,0.2803200000001926,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เย็ด,798.375,798.675,798.508588,798.554475,0.15295666666666768,798.375,798.675,0.15295666666666768,0.0
0.3,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,เย็ด,934.75,935.175,934.816983,934.909691,0.2181364705880288,934.75,935.175,0.2181364705880288,0.0
