file_path,start_time,end_time,label
./main\ก็มาดิสะไอ้สัสเป็นเหี้ยไรวะ.wav,2.909606,3.140448,เหี้ย
./main\กู (อาร์ต).wav,14.589952,14.918175,กู
./main\เหี้ย (อาร์ต).wav,15.144062,15.428007,เหี้ย
./main\เย็ด (อาร์ต).wav,11.028186,11.21393,เย็ด
./main\หมากัด.wav,13.899931,16.44,none
./main\กู (อาร์ต).wav,15.674237,16.073979,กู
./main\กายพูดกูรัวๆ.wav,32.703192,34.033246,none
./main\แทนเบลล์ขโมยปลาบู่.wav,8.873064,9.171282,สวะ
./main\กายหีควยแตด.wav,1.882342,2.265899,แตด
./main\หี (อาร์ต).wav,4.714856,5.150182,หี
./main\ควย (อาร์ต).wav,0.952271,1.336521,ควย
./main\กิตหีควยแตด.wav,10.756391,11.181465,หี
./main\แทนเบลล์ขโมยปลาบู่.wav,88.501571,88.941485,เหี้ย
./main\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav,6.713067,6.866729,มึง
./main\ควย (มูเซอร์).wav,0.322381,0.956112,ควย
./main\อาทโดนFBI.wav,3.43084,3.786339,สวะ
./main\มึง (อาร์ต).wav,1.057799,1.520726,มึง
./main\กายหีควยแตด.wav,55.934448,56.496928,หี
./main\ฉันไปเรียนภาษาใต้มา.wav,4.733057,7.377011,none
./main\กล้าดียังไงมาแตะคนรัก.wav,7.246159,7.643905,สวะ
./main\ไอดิฟ อัดเสียงเสร็จแล้วกูไปนอนได้แล้วใช่ไหม.wav,0.0,3.113854,none
./main\กล้าดียังไงมาแตะคนรัก.wav,4.775945,4.994257,หี
./main\กิตหีควยแตด.wav,15.114059,15.286175,แตด
./main\กิตหีควยแตด.wav,21.284162,21.642303,ควย
./main\กิตหีควยแตด.wav,15.114059,15.286175,แตด
./main\กิตหีควยแตด.wav,20.851264,21.121608,หี
./main\ฉันไปเรียนภาษาใต้มา.wav,7.377011,8.088608,แตด
./main\ไอ้เหี้ยทำไมนิสัยมึงสวะได้ขนาดนี้.wav,3.330572,3.530134,เหี้ย
./main\บัวด่านัท.wav,1.793843,1.951164,มึง
./main\กายหีควยแตด.wav,41.199145,41.372902,ควย
./main\เย็ดแม่ ทำไมถึงไม่คิดก่อนพูดบ้าง.wav,0.193294,0.337671,เย็ด
./main\เย็ด (อาร์ต).wav,9.07345,9.176642,เย็ด
./main\แทนเบลล์ขโมยปลาบู่.wav,51.104871,51.556327,สวะ
./main\นิสัยควยๆแบบนี้.wav,7.065872,8.661333,none
./main\กู (อาร์ต).wav,8.856908,9.176191,กู
./main\หี (โบท2).wav,0.754442,1.107213,หี
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,19.730787,19.921587,มึง
./main\หี (อาร์ต).wav,5.856347,6.291674,หี
./main\ไอ้เหี้ยถ้าสวะสังคมอย่างพวกมึงไม่เกิดขึ้นมา.wav,10.48872,11.761739,none
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,71.858449,71.967617,มึง
./main\ขอโทษนะ แต่กูไม่ได้ตั้งใจจริงๆ.wav,0.368322,0.47552,มึง
./main\เย็ดแม่ในร้านเกม.wav,15.534236,15.661955,เย็ด
./main\ขอโทษนะ แต่กูไม่ได้ตั้งใจจริงๆ.wav,1.682187,3.62,none
./main\กูเป็นคนคิดไอเดียโปรเจคนี่หว่า เออกูแม่งสุดยอดวะ.wav,2.561429,5.097268,none
./main\กายหีควยแตด.wav,51.857861,52.514459,none
./main\เลสเบี้ยน.wav,8.804806,8.927275,แตด
./main\แทนเบลล์ขโมยปลาบู่.wav,51.556327,53.581245,none
./main\นิสัยควยๆแบบนี้.wav,4.527586,4.898545,สวะ
./main\กายหีควยแตด.wav,6.877243,7.09068,แตด
./main\อาทโดนFBI.wav,62.059763,62.340587,สวะ
./main\มิ้นท์แทนนินทาไอ้เบลล์ซื้อไก่.wav,24.81972,24.864767,กู
./main\พิ้งค์ด่าหนัง.wav,9.52096,9.731537,มึง
./main\เย็ดแม่ กูควรจะคาดหวังอะไรจากมึงอีกอ่ะ.wav,0.717333,0.793414,กู
./main\กายหีควยแตด.wav,29.331934,29.448328,เหี้ย
./main\กู (อาร์ต).wav,0.665638,1.075881,กู
./main\เหี้ย (มูเซอร์).wav,0.519516,1.216308,เหี้ย
./main\กาลครั้งมีไอ้สวะตัวหนึ่ง.wav,12.168269,12.375667,ควย
./main\คอมโครตดี.wav,27.791607,28.196133,สวะ
./main\ควย (อาร์ต).wav,2.84922,3.409648,ควย
./main\ไอ้เหี้ยถ้าสวะสังคมอย่างพวกมึงไม่เกิดขึ้นมา.wav,5.044375,5.314589,มึง
./main\มึง (มูเซอร์).wav,0.647678,1.068448,มึง
./main\ป้าๆก๋วยเตี๋ยวถุงนึง.wav,15.779628,15.959181,มึง
./main\อารมณ์แบบว่างี้ป้ะ.wav,13.279914,13.617272,เหี้ย
./main\ก็มาดิสะไอ้สัสเป็นเหี้ยไรวะ.wav,2.909606,3.140448,เหี้ย
./main\กาลครั้งมีไอ้สวะตัวหนึ่ง.wav,18.300307,20.74,none
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,133.152626,133.351399,มึง
./main\เย็ด (โบท2).wav,0.885421,1.188261,เย็ด
./main\แทนเบลล์ขโมยปลาบู่.wav,13.351211,13.497338,มึง
./main\หมากัด.wav,2.901837,3.188707,สวะ
./main\นิสัยควยๆแบบนี้.wav,6.779837,7.065872,หี
./main\กูว่าฝนจะตกแล้ว รีบกลับเถอะ.wav,0.401115,2.749956,none
./main\Janพูดถึงอาท.wav,14.183573,14.861386,เหี้ย
./main\กายพูดกูรัวๆ.wav,20.239883,20.554008,กู
./main\แทนเบลล์ขโมยปลาบู่.wav,76.729748,77.024493,เหี้ย
./main\Janพูดถึงอาท.wav,16.214891,16.685348,เหี้ย
./main\นิสัยควยๆแบบนี้.wav,1.53145,1.665415,ควย
./main\ชีสเหม็น.wav,9.421103,9.900849,เหี้ย
./main\เลสเบี้ยน.wav,10.042488,10.270727,none
./main\นี่มึงหายหัวไปทั้งวันแบบนี้แล้วพวกเราจะทำงานยังไง.wav,0.42807,0.693325,มึง
./main\โอ๊ยเย็ดเป็ดหีแม่มึงร่วง.wav,1.648577,1.830495,หี
./main\กายหีควยแตด.wav,53.698451,53.898382,ควย
./main\เหี้ย (อาร์ต).wav,1.728421,2.23661,เหี้ย
./main\กู (อาร์ต).wav,1.743869,2.199218,กู
./main\ไอ้อาร์ตพูดควย.wav,17.006965,17.329029,ควย
./main\แทนเบลล์ขโมยปลาบู่.wav,3.642267,3.804159,มึง
./main\การกระทำที่ไร้ศีลธรรมของเขาเป็นเหมือนสวะที่ปนเปื้อนในสังคม.wav,2.961863,3.198446,สวะ
./main\แทนเบลล์ขโมยปลาบู่.wav,88.015025,88.142315,แตด
./main\Janพูดถึงอาท.wav,45.044591,45.249701,ควย
./main\เย็ด (อาร์ต).wav,13.019775,13.180458,เย็ด
./main\กล้าดียังไงมาแตะคนรัก.wav,7.643905,8.280897,none
./main\กิตหีควยแตด.wav,33.691303,34.126809,ควย
./main\เย็ดแม่ นี่คือเหตุผลที่กูไม่อยากคุยกับมึง.wav,0.309398,0.402008,เย็ด
./main\คือมึงไม่ฉลาดหรอวะ.wav,3.467669,3.582586,แตด
./main\กายหีควยแตด.wav,11.344457,11.695723,แตด
./main\ชีสเหม็น.wav,7.102098,7.393144,แตด
./main\หี (โบท).wav,0.873197,1.217236,หี
./main\หี (อาร์ต).wav,5.856347,6.291674,หี
./main\กล้าดียังไงมาแตะคนรัก.wav,4.775945,4.994257,หี
./main\กู (อาร์ต).wav,5.384712,5.812139,กู
./main\คือมึงไม่ฉลาดหรอวะ.wav,5.382951,5.576495,มึง
./main\กายพูดกูรัวๆ.wav,19.587653,19.878932,กู
./main\กายหีควยแตด.wav,0.793104,1.043558,none
./main\แทนเบลล์ขโมยปลาบู่.wav,25.558436,26.386609,none
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,22.138489,22.187676,กู
./main\เย็ดแม่ มึงไม่แคร์อะไรเลยใช่ไหมอ่ะ.wav,0.509074,0.96063,มึง
./main\เย็ด (อาร์ต).wav,13.019775,13.180458,เย็ด
./main\มิ้นท์แทนนินทาไอ้เบลล์ซื้อไก่.wav,26.12511,26.254876,แตด
./main\ฮือฮืมเป็นวันที่ดี.wav,0.0,5.288453,none
./main\เป็นสวะแล้วยังทำนิสัยหีๆอีก.wav,3.097075,3.371404,หี
./main\เย็ดแม่ กูไม่โอเคกับสิ่งที่มึงทำเลยนะ.wav,0.539579,0.673335,เย็ด
./main\โหเย็ดแม่ ไม่คิดจะแก้ไขอะไรหน่อยอ่อ.wav,0.729405,0.807316,เย็ด
./main\หมากัด.wav,3.188707,12.183128,none
./main\กายหีควยแตด.wav,57.752204,57.919835,none
./main\กาลครั้งมีไอ้สวะตัวหนึ่ง.wav,3.218479,3.43895,สวะ
./main\กายหีควยแตด.wav,31.697134,32.085301,แตด
./main\เย็ดแม่มความคิดโครตเจ๋ง.wav,0.239615,0.545049,เย็ด
./main\กิตหีควยแตด.wav,17.958322,18.132176,แตด
./main\ควย (อาร์ต).wav,10.163636,10.350445,ควย
./main\กู (โบท2).wav,0.729992,1.204487,กู
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,12.478549,12.695032,เหี้ย
./main\กายหีควยแตด.wav,22.419557,22.732541,แตด
./main\เหี้ย (อาร์ต).wav,11.922819,12.328592,เหี้ย
./main\ไอ้เหี้ย ใครกินของกูหมดเนี่ย.wav,0.304691,0.715392,เหี้ย
./main\มิ้นท์แทนนินทาไอ้เบลล์ซื้อไก่.wav,25.607584,25.661333,none
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,159.014662,159.189723,แตด
./main\เหี้ย (อาร์ต).wav,1.728421,2.23661,เหี้ย
./main\บัวด่านัท.wav,16.802768,16.856385,กู
./main\มิ้นท์แทนนินทาไอ้เบลล์ซื้อไก่.wav,79.11178,79.360088,มึง
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,59.222052,59.414377,มึง
./main\มิ้นท์แทนนินทาไอ้เบลล์ซื้อไก่.wav,64.548003,64.794619,หี
./main\ชีสเหม็น.wav,10.753268,11.087004,ควย
./main\เย็ดแม่ในร้านเกม.wav,33.478779,33.675347,มึง
./main\Janพูดถึงอาท.wav,16.214891,16.685348,เหี้ย
./main\สวะ (อาร์ต).wav,0.603739,0.867777,สวะ
./main\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav,14.454977,14.553978,none
./main\กิตหีควยแตด.wav,9.97926,10.173108,none
./main\ป้าๆก๋วยเตี๋ยวถุงนึง.wav,16.227687,16.422853,แตด
./main\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav,5.997855,6.713067,none
./main\ไอ้อาร์ตพูดควย.wav,7.322699,7.906331,ควย
./main\กายพูดกูรัวๆ.wav,3.321516,3.478082,กู
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,111.295504,111.65282,มึง
./main\กิตหีควยแตด.wav,19.386538,19.787273,ควย
./main\อาทโดนFBI.wav,76.481434,76.85879,สวะ
./main\กล้าดียังไงมาแตะคนรัก.wav,9.701419,10.287571,ควย
./main\โอ๊ยเด็กสมัยนี้.wav,0.0,3.789322,none
./main\ไอ้อาร์ตพูดควย.wav,2.918163,3.325446,เหี้ย
./main\ทุกครั้งที่เขาพูด มันเหมือนเขากำลังพ่นสวะออกมา.wav,0.0,3.112623,none
./main\เราควรทิ้งความคิดเชิงลบเหมือนกำจัดสวะออกจากแม่น้ำ.wav,0.0,2.914356,none
./main\เย็ด (แทน).wav,0.536492,0.828955,เย็ด
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,118.556984,121.794009,none
./main\กล้าดียังไงมาแตะคนรัก.wav,7.246159,7.643905,สวะ
./main\กายพูดกูรัวๆ.wav,12.739082,13.153661,กู
./main\หีหอมพ่อง.wav,1.201148,1.40235,หี
./main\กายพูดกูรัวๆ.wav,30.812735,30.989787,มึง
./main\แดนแถมควย.wav,1.654639,2.000685,ควย
./main\พิ้งค์ด่าหนัง.wav,5.814375,6.041885,สวะ
./main\ควย (แทน).wav,1.102861,1.693011,ควย
./main\โต้งไล่หมา.wav,54.980823,57.392934,none
./main\ขอโทษนะ แต่กูไม่ได้ตั้งใจจริงๆ.wav,0.47552,1.592855,none
./main\เย็ดแม่ กูควรจะคาดหวังอะไรจากมึงอีกอ่ะ.wav,1.84496,2.062334,มึง
./main\เย็ด (อาร์ต).wav,3.21809,3.439214,เย็ด
./main\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav,5.930998,5.997855,กู
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,47.202759,47.594355,เหี้ย
./main\เหี้ย (อาร์ต).wav,14.134905,14.452425,เหี้ย
./main\กายหีควยแตด.wav,37.218347,37.87216,none
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,47.594355,50.449492,none
./main\หี (อาร์ต).wav,3.563438,3.978913,หี
./main\Janพูดถึงอาท.wav,35.876169,36.302074,ควย
./main\มิ้นท์แทนนินทาไอ้เบลล์ซื้อไก่.wav,36.175513,36.431784,กู
./main\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav,7.745374,7.919439,หี
./main\เย็ด (อาร์ต).wav,15.962197,16.156786,เย็ด
./main\บัวด่านัท.wav,13.101613,13.438793,none
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,116.620642,116.750157,มึง
./main\แทนเบลล์ขโมยปลาบู่.wav,67.731623,68.022765,เหี้ย
./main\มิ้นท์แทนนินทาไอ้เบลล์ซื้อไก่.wav,77.103294,77.50017,เหี้ย
./main\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav,11.036401,11.337383,สวะ
./main\เย็ดแม่ นี่ไม่ใช่ครั้งแรกที่มึงทำแบบนี้นะ.wav,1.224519,1.376159,มึง
./main\มิ้นท์แทนนินทาไอ้เบลล์ซื้อไก่.wav,4.259844,4.42841,หี
./main\กายหีควยแตด.wav,10.88923,11.291689,ควย
./main\ไอ้เด็กนี่มันอยากมีปัญหากับกูแล้วสินะ.wav,2.254984,2.512986,กู
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,36.6074,36.753425,แตด
./main\พิ้งค์ด่าหนัง.wav,14.686948,14.84211,หี
./main\กิตหีควยแตด.wav,17.958322,18.132176,แตด
./main\ควย (อาร์ต).wav,13.131518,13.472878,ควย
./main\เย็ดแม่.wav,0.378915,0.795891,เย็ด
./main\เข้ามาสิ ไอ้เย็ดแม่.wav,0.300363,1.227198,none
./main\กายหีควยแตด.wav,12.822765,12.950355,ควย
./main\อารมณ์แบบว่างี้ป้ะ.wav,13.279914,13.617272,เหี้ย
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,103.399981,103.648702,ควย
./main\ไอ้อาร์ตพูดควย.wav,0.0,2.166578,none
./main\ไอ้เหี้ยทำไมนิสัยมึงสวะได้ขนาดนี้.wav,0.0,0.81187,none
./main\การกระทำที่ไร้ศีลธรรมของเขาเป็นเหมือนสวะที่ปนเปื้อนในสังคม.wav,2.961863,3.198446,สวะ
./main\ป้าๆก๋วยเตี๋ยวถุงนึง.wav,0.0,5.663924,none
./main\กายหีควยแตด.wav,1.438928,1.882342,ควย
./main\กายหีควยแตด.wav,1.882342,2.265899,แตด
./main\โต้งไล่หมา.wav,30.744895,30.90404,มึง
./main\อั้มด่าแหลก.wav,4.976207,5.214738,เหี้ย
./main\มึงไม่เคยฟังใครเลยใช่ไหม เย็ดแม่.wav,0.33246,0.469019,มึง
./main\มิ้นท์แทนนินทาไอ้เบลล์ซื้อไก่.wav,35.805688,35.993795,เหี้ย
./main\กายหีควยแตด.wav,1.882342,2.265899,แตด
./main\สวะ (อาร์ต).wav,16.839779,17.152495,สวะ
./main\ดูถูกหีไม่มีวันเจริญ.wav,4.925846,5.242343,สวะ
./main\เหี้ย (อาร์ต).wav,14.134905,14.452425,เหี้ย
./main\ก็มาดิสะไอ้สัสเป็นเหี้ยไรวะ.wav,5.959434,6.019095,กู
./main\ก็มาดิสะไอ้สัสเป็นเหี้ยไรวะ.wav,9.8383,9.92523,กู
./main\เลสเบี้ยน.wav,8.804806,8.927275,แตด
./main\มึง (อาร์ต).wav,12.631641,13.035959,มึง
./main\เย็ด (อาร์ต).wav,10.018386,10.149587,เย็ด
./main\กิตหีควยแตด.wav,4.871409,5.295614,ควย
./main\แทนเบลล์ขโมยปลาบู่.wav,64.466971,64.583227,เย็ด
./main\กายหีควยแตด.wav,31.399743,31.661491,ควย
./main\ควย (อาร์ต).wav,12.109245,12.532784,ควย
./main\ป้าๆก๋วยเตี๋ยวถุงนึง.wav,16.949802,19.562667,none
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,73.359546,74.898694,none
./main\เลสเบี้ยน.wav,6.214393,6.331295,หี
./main\เย็ดแม่.wav,0.378915,0.795891,เย็ด
./main\แตด (อาร์ต).wav,10.530719,10.76754,แตด
./main\มึง กูหิวข้าววะ อยากกินตีนอะ.wav,0.530361,0.91843,มึง
./main\ค่ายเหี้ย.wav,4.562026,4.718995,แตด
./main\อารมณ์แบบว่างี้ป้ะ.wav,16.257557,16.585132,สวะ
./main\มึง (อาร์ต).wav,9.017228,9.40086,มึง
./main\กายหีควยแตด.wav,55.934448,56.496928,หี
./main\พฤติกรรมเห็นแก่ตัวหัวควยของมึงมันสร้างปัญหารู้ไหม.wav,2.31461,2.463156,มึง
./main\เย็ดแม่ในร้านเกม.wav,32.744145,32.879966,เย็ด
./main\เป็นสวะแล้วยังทำนิสัยหีๆอีก.wav,2.837444,3.002222,หี
./main\มิ้นท์แทนนินทาไอ้เบลล์ซื้อไก่.wav,72.94799,73.039205,กู
./main\บัวด่านัท.wav,13.007235,13.101613,กู
./main\เย็ด (โบท2).wav,0.885421,1.188261,เย็ด
./main\ไอ้เหี้ยทำไมนิสัยมึงสวะได้ขนาดนี้.wav,4.683388,4.794722,มึง
./main\เหี้ย (อาร์ต).wav,14.134905,14.452425,เหี้ย
./main\กิตหีควยแตด.wav,27.194353,27.405586,แตด
./main\เป็นสวะแล้วยังทำนิสัยหีๆอีก.wav,6.009877,6.167412,แตด
./main\อั้มด่าแหลก.wav,3.592463,3.849444,เหี้ย
./main\กาลครั้งมีไอ้สวะตัวหนึ่ง.wav,15.106637,15.358915,none
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,75.193767,77.502072,none
./main\ควย (อาร์ต).wav,8.167967,8.489947,ควย
./main\แทนเบลล์ขโมยปลาบู่.wav,84.693906,84.813794,แตด
./main\ไอ้เย็ดแม่เอ๊ย โทรมาทำไม กูง่วง.wav,0.489214,0.69874,เย็ด
./main\กิตหีควยแตด.wav,31.961449,32.328282,ควย
./main\แทนเบลล์ขโมยปลาบู่.wav,51.104871,51.556327,สวะ
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,152.946699,153.380549,ควย
./main\เห้ย กูตื่นเต้นมากเลยที่จะได้ไปเที่ยวอาทิตย์หน้า.wav,0.382857,3.247539,none
./main\มิ้นท์แทนนินทาไอ้เบลล์ซื้อไก่.wav,83.494543,83.688808,มึง
./main\กิตหีควยแตด.wav,2.732996,3.241521,ควย
./main\กล้าดียังไงมาแตะคนรัก.wav,7.246159,7.643905,สวะ
./main\เย็ดแม่.wav,0.378915,0.795891,เย็ด
./main\แม่งใช้เส้นสายหัวควยของมัน เพื่อให้ได้สิ่งที่ต้องการ.wav,0.0,2.017959,none
./main\ควย (อาร์ต).wav,16.221819,16.499964,ควย
./main\มึง (อาร์ต).wav,6.130587,6.62141,มึง
./main\โอ๊ยเย็ดเป็ดหีแม่มึงร่วง.wav,1.648577,1.830495,หี
./main\คือมึงไม่ฉลาดหรอวะ.wav,3.788227,3.939433,ควย
./main\หี (อาร์ต).wav,8.551969,8.983041,หี
./main\เย็ดแม่ ทนไม่ไหวแล้วจริงๆนะ.wav,0.133903,0.250072,เย็ด
./main\Janพูดถึงอาท.wav,94.137844,94.275841,ควย
./main\ป้าๆก๋วยเตี๋ยวถุงนึง.wav,8.96372,10.292289,none
./main\เลสเบี้ยน.wav,8.927275,9.964553,none
./main\มิ้นท์เบลล์ทะเลาะกันหน้าร้านไอ้แทน.wav,74.898694,75.193767,สวะ
./main\มึงไม่เคยฟังใครเลยใช่ไหม เย็ดแม่.wav,1.776392,1.865085,เย็ด
./main\มิ้นท์แทนนินทาไอ้เบลล์ซื้อไก่.wav,68.805952,68.995353,มึง
./main\กายหีควยแตด.wav,8.204333,8.810778,none
./main\โต้งไล่หมา.wav,46.102083,46.282612,มึง
./main\คนดีห้ามเพื่อน.wav,0.0,1.006384,none
./main\แทนเบลล์ขโมยปลาบู่.wav,88.501571,88.941485,เหี้ย
./main\เย็ดแม่ในร้านเกม.wav,29.97992,30.122506,กู
./main\ก็มาดิสะไอ้สัสเป็นเหี้ยไรวะ.wav,0.0,2.222779,none
./main\ก็มาดิสะไอ้สัสเป็นเหี้ยไรวะ.wav,2.222779,2.438565,เหี้ย
./main\กายหีควยแตด.wav,24.499619,25.244209,none
